"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(967486.419 6467304.648)","0101000020110F0000022B87D67C862D41FED47829BAAB5841",15,1928,3,3.2,2.9,2.83,0.72,0.67,0.25,2,2,"cleanliness; modern buildings|looks like a car aprk","traffic; cleanliness|quiet and pwoplw could hide ",12,3,5,3.67,2.80,3.22,2.00,NULL,9,1,0
"POINT(967517.277 6467299.94)","0101000020110F0000AAF1D28DBA862D41C3F528FCB8AB5841",15,1927,2,3.1,3.0,2.06,1.09,1.03,0.13,4,4,"trees and balconies|No trees or cute buildings, looks quite fabric made and unpersonal|Not a bad area to live in|tall buildings|Overgrown;Boring;Basic;Towerblock;|Construction works are a destruction|Not very much attractive|street is very narrow, very dark at night|beautful and lovely flowers|Not a bad area to live in|nice colours","nice residential area|Doesn't seem like a homely residence area that is more safe, but it still has a neighbourhood vibe|A little bit unsafe, mainly at night|no streetlights narrow street|Shadows;overgrown;overlooking;|Trees can fall on the road|residential, sidewalk, well lit|Is safe|Street looks very narrow; only 1 light installed so it'll be very dark at night|looks lovely and residentual|A little bit unsafe, mainly at night|feels safe",16,5,9,3.60,2.89,2.70,3.80,NULL,10,5,0
"POINT(967548.326 6467296.632)","0101000020110F0000D578E9A6F8862D4121B07228B8AB5841",15,1926,1,3.6,3.1,2.28,0.91,0.86,0.45,3,3,"Neat buidlings|nice and modern buildings|i like the trees and plants|it looks okay, clean but not pretty","Neighborhood|Seems safe|residential place|looks like a nice neighbourhood|it looks like an okay neighboured not upscale but not dangerous",29,10,16,3.70,3.38,3.50,3.50,NULL,24,4,0
"POINT(968420.613 6467586.048)","0101000020110F0000D122DB39C98D2D41986E128300AC5841",17,2009,8,3.3,2.9,2.17,1.06,1.08,0.33,3,3,"nice graffiti; nice buildings|Vegetation (gardens) ; Cars ; Colours|Some of the buildings towards the end of the street appear to be more attractive|It's ok|brightfull era |congested, no space|graffitis;  bad looking buildings|good looking buildings, well maintained, greenery|overlooked; graffiti; street seems busy; no nice views|sad|Greenness; Cozyness","foot traffic|Cars ; Neighbourhoud ; Calm|There is grafiti around the area which makes me think this area is not safe|Easy pass|open era |Creepy, congested, quite|graffiti; flags; bad looking buildings|pavements, nice buildings|graffiiti; lots of parked cars; overlooked|neighborhood|Populated; Openness",12,7,3,3.29,3.33,2.75,4.33,NULL,8,3,0
"POINT(968402.234 6467611.51)","0101000020110F000017D9CE77A48D2D410AD7A3E006AC5841",17,2008,7,3.0,2.3,2.50,0.93,1.04,0.75,2,3,"graffiti|Buildings are very ugly to look at, especially on the right hand side|sad|nice buildings but no shops","nice buildings|no pedestrians",8,4,3,3.25,3.00,2.83,3.50,NULL,6,2,0
"POINT(968383.821 6467637.089)","0101000020110F0000AC1C5AA47F8D2D410E2DB2450DAC5841",17,2007,6,2.6,2.0,2.42,0.79,0.60,0.58,3,2,"Narrow streets, building not that attractive.|traffic|Not attractive|a few trees but not a lot else that is attractive|close to roadworks, narrow road, lots of parked cars|The building on the right is visually very unnatractive|construction site|urban environment; bland; narrow road; traffic;|nice buildings|Trees ; Houses |cars price; narrow street|sad","Looks ok, slightly urban.|traffic|Two sides park|looks well lived in and busy and safe mainly|overlooked; doesnt appear to be much street lighting; footpaths|The grafiti around the area makes me feel like this is not a safe place|narrow road; urban environment; high-density|residencial housings|grafittis|graffitis; no lights|neighborhood",12,6,4,2.83,2.75,2.50,2.75,NULL,8,4,0
"POINT(968418.984 6467701.212)","0101000020110F000017D9CEF7C58D2D417368914D1DAC5841",17,2004,2,4.0,3.1,2.36,0.77,1.30,0.91,2,4,"historical buildings |nice buildings; clean streets|area doesnt appear well maintained; lots of parked cars; overlooked|sad|The buildings are fairly unattractive|Not attractive|Houses ; Trees ; Cars","neatly place, openness|residencial neighborhood; nice houses|its looks like a residential area and there are no busy spots that can foster unsafe environment|wide footpaths; overlooked; streetlightig; lots of parked cars potentially lots of traffic|neighborhood|The place looks relatively safe, there are street lights|Easy pass|Housing ; Neighbourhood ; good looking",11,4,3,4.00,4.33,3.86,4.00,NULL,7,2,0
"POINT(968394.024 6467682.908)","0101000020110F00005EBA490C948D2D4108AC1CBA18AC5841",17,2005,3,2.1,1.5,1.45,1.30,0.52,0.54,3,1,"sad|lot works and run down|narrow road; parked vehicles; barriers and building materials in road; iron railings and barriers|Not attractive|road works ; dislike the building on the right","neighborhood|looks very dodgy doesnt feel good|narrow road; parked vehicles; barriers and building materials in road; iron railings and barriers|Not easy to drive|roadworks|lots of road works ; narrow pavement",11,6,4,2.67,1.25,2.13,2.00,NULL,8,3,0
"POINT(968370.108 6467663.663)","0101000020110F0000A8C64B37648D2D418D976EEA13AC5841",17,2006,4,2.9,2.6,2.36,0.83,1.21,0.27,2,3,"sad|Not attractive |quite open;not that big traffic;trees|The buildings are not attractive and there is construction sites going on around the area|ongoign roadworks; area doesnt ppear well maintained; no view; overlooked|Vegetation ; Houses|street work makes it unattractive but it could be better","neighborhood|Not Easy pass|quite open;not that huge traffic|The area has street lamps however does not look that safe|not much street lighting; not many people around|Nice houses ; school?|street work",11,4,6,3.25,2.83,3.00,2.80,NULL,6,5,0
"POINT(968359.2 6467656.53)","0101000020110F0000666666664E8D2D411F85EB2112AC5841",17,2014,5,3.2,2.8,2.73,0.98,1.25,0.36,3,3,"There is grafitti on some of the buildings, the area does not look well looked after|nothing special; residence area|nice colors; enough space; enough space to walk on side-walks|very bland not a lot to see|sad","residence area |enough space; rather clean other than the leaves; accessible side-walks|empty buildings make you feel unsafe anyone could hide",11,5,4,3.60,2.75,3.00,3.20,NULL,5,5,0
"POINT(968444.929 6467716.849)","0101000020110F000054E3A5DBF98D2D411904563621AC5841",17,2003,1,3.5,3.0,3.19,0.75,1.02,0.43,3,4,"plain bleak|Greenness; Cozyness|sad","graffiti|Very clean street; well maintained gardens and vegetation",21,10,8,3.60,3.50,3.54,3.29,NULL,13,7,0
"POINT(969125.468 6467971.57)","0101000020110F00002DB29DEF4A932D4148E17AE460AC5841",12,1857,19,3.5,3.0,3.73,0.74,0.95,0.45,3,3,"rubbishes; populated; traffic;|trees around, a very neatly place|lively; cool shops; but traffic|Greenness; Cozyness|busy|I do not like cities|public area; many shops|looks like a good neighbourhood|some trees|different nusinesses|I do not like cities|Roadworks taking place plus many shops and a road |low traffic ; beautiful ; crowded","plenty of people; plenty of traffic; city vibe; safe;|a lot of other shops, a lot of people|traffic; small street; shops; people around|Openness; Populated|built up|It is ok, with many cars and people|shops; public ares|Police surveillance and many high end shops|roadworks|structured|Less thank 5,  because cars and roadworks. Very busy|calm|Busy, Lots of businesses",22,10,11,3.40,3.45,3.53,2.50,NULL,19,2,0
"POINT(969150.309 6467990.692)","0101000020110F00007D3F359E7C932D415EBA49AC65AC5841",12,1856,18,3.6,2.9,3.75,0.92,1.13,0.75,3,3,"space;clean;people|Mostly clean|Nice shopping street|not very green ","space;clean;people|Police survailence|Nice shopping street|a lot of traffic; old buildings",8,5,3,3.80,3.33,3.71,3.00,NULL,7,1,0
"POINT(969176.023 6468009.913)","0101000020110F0000F0A7C60BB0932D418D976E7A6AAC5841",12,1855,17,3.5,3.1,3.64,0.69,0.94,0.46,2,3,"greenery is nice, but grafiti|metropolitan|great for shops, restraurants |better architecture|tags|trees, shopfronts|too much car but green spot and large walkway","sort of narrow street, but wide sidewalk |pedestrian walkways;|lot of people around, looks orderly, neatly|nice location|lots of people, easy to cross road|too much cars in a walkable street",11,7,3,3.57,3.00,3.33,4.00,NULL,9,1,0
"POINT(969199.426 6468029.878)","0101000020110F000008AC1CDADE932D41E92631786FAC5841",12,1854,16,3.5,3.3,3.92,1.05,0.95,0.23,4,3,"not the preriettest|crowds;people|next to metro station;busy;commercial area|just a shoppingstreet, with parked cars|space;clean;people|Nice shopping street|tree, wide|through the connection to public transport very attractive, a lot of shops |outskirts of city|its clean and looks posh","lots of commercial places near by, and a bank|bank;people;|busy;no roads;wide street;city center|safe during day|space;clean;people|Nice shopping street|fairly open, shops. people|busy road; lots of pedestrians; small road|modern renovation, buildings of glas, a lot of shops, people around|barrier|lights, people passing by, more space|Busy area and the place looks like a properly police protected area",13,7,4,3.29,3.25,3.50,3.00,NULL,10,2,0
"POINT(969206.706 6468059.184)","0101000020110F0000FED47869ED932D41F0A7C6CB76AC5841",12,1853,15,3.9,3.7,4.19,0.91,1.06,0.19,4,4,"Clean broad road|much more interesting buildings |Trees; Nice Buildings; Looked After|cute; lively; junction between busy life and tranquility|empty; grey; small|Square; businesses; historical buildings;|Pretty buildings ahead, looks clean|nice buildings, lots going on |beautifull hose; mouvement; shop; avenue|messy looking, bbuildings don't really fit together","Broad road with more people|very open|Busy; Open; Light|nice streets; lively; nice shops|small street; only bikes; not populated|Crowdedness|Streets look well cared for and plenty of people around|lots of people if anything happens|crowd; habitations; shops|more people about",21,12,9,3.92,3.78,3.84,4.00,NULL,19,2,0
"POINT(969183.296 6468079.366)","0101000020110F0000DF4F8D97BE932D41448B6CD77BAC5841",12,1852,14,3.0,2.3,3.00,0.00,0.58,0.67,0,1,"clean;people|Normal road|cleanliness","clean;people|Normal road|Maybe because of drunkards",3,3,0,3.00,NULL,3.00,NULL,NULL,3,0,0
"POINT(968907.246 6468307.885)","0101000020110F000046B6F37D96912D410AD7A3F8B4AC5841",12,1844,2,3.2,2.9,2.86,0.89,1.14,0.28,3,4,"no greenery|not a great neighbourhood|No people on the road |space;clean|Ordinary road|not serious enough for tech companies but ok for small restaurants |clean|buildings only|It's a very beautiful street from the archeciture |no trees, lack of space, no shops","small road|It Is a closed alley and during the night time drunkards may join group|Just one side park cars, easy to pass|space;clean;people|Ordinary road|no skyscrapers, family friendly houses|safe neighborhood; calm, living area|narrow path|It looks safe with safe drivers but may not be safe for kids to play|sidewalk has short width, no space for bikes, no lights at night",14,10,1,3.20,3.00,3.00,5.00,NULL,12,1,0
"POINT(968931.223 6468287.975)","0101000020110F0000560E2D72C6912D41666666FEAFAC5841",12,1845,3,3.6,3.3,3.21,0.51,1.07,0.28,1,4,"unattractive buildings|flowers in window, greenery and colours in buildings|Nice buildings; light; well looked after|Nice architecture","side street next to what looks like a residential building, but still light and open|people look well dressed and greenery",14,9,3,3.56,4.00,3.57,NULL,NULL,14,0,0
"POINT(968883.4 6468327.943)","0101000020110F0000CDCCCCCC66912D41AC1C5AFCB9AC5841",12,1843,1,3.0,2.7,2.87,0.82,0.98,0.39,3,4,"It's a sweet lane, with a community feel|Its quite dark and closed in|cars passing by, no trees, no other shops","small street, not much traffic; shops around",23,11,9,2.73,3.33,3.00,3.00,NULL,20,2,0
"POINT(968956.315 6468268.807)","0101000020110F000014AE47A1F8912D4154E3A533ABAC5841",12,1838,4,3.6,3.1,3.63,0.96,0.93,0.50,3,3,"Buildings |Seems like people live here In a crowded space|trees, other shops|clean;cheaper houses;not busy;shops close to here|cozy; families; style|Looks normal, some green|ugly|unattractive residential housing blocks|4 roads|green spot|light and all the buildings look nice |Calm ; sunny ; beautiful","Multiple Road and Signs|Seems like a public place where the police Is actively looking after|more space than before|busier;crossroad|tranquil; life; families|Looks normal|tight|Circle more crowd|More people in the street, more bycicle|Its busy and open|Calm ; open ; residential",16,11,3,3.36,4.00,3.53,NULL,NULL,15,0,0
"POINT(968980.103 6468248.783)","0101000020110F00007F6ABC3428922D4108AC1C32A6AC5841",12,1839,5,3.1,2.4,3.87,0.70,0.91,0.67,2,3,"other shops, wide street|shopfronts|Clean buildings but nothing very pretty|architecture; cars|dont like narrow streets|cramped; ugly buildings|big buildings; cute street; |ugly|dark, narrow|no trees no modern renovation","Light, other shops, people on the road|lots of people;|Lots of other businesses nearby|business; avenue nearby; people|narrow; busy|crowd; habitation; shops|closed-in|looks like station destrickt, no trees no modern renovation",15,10,4,2.80,3.75,3.18,2.67,NULL,11,3,0
"POINT(969003.955 6468228.795)","0101000020110F00008FC2F5E857922D41AE47E132A1AC5841",12,1840,6,3.1,2.5,3.62,0.76,0.88,0.62,2,3,"cars;colors|market|It could be 5, but. It sure about graffiti on the buildings.|a lot of graffiti|ugly houses, cramped street|No space park for the store shopping |Much crowded and doesn't seem properly clean|looks slightly run down|rundown (graffiti)|its not the priettiest place i have erver seen|Normal road","tight;cars|narrow road, market|It’s a closed up area, no thief wants attention, small areas more surveillance |backstreet, narrow|more people about as there are some businesses|Car parks both side, not easy to drive|Police might be roaming always|large pavements |it looks a little uninviting. number of shops but a little rundown (graffiti)|bc its has a lots of commercial stores etc|Normal road",13,6,7,2.67,3.43,3.17,2.00,NULL,12,1,0
"POINT(969066.969 6468178.926)","0101000020110F00009CC420F0D5922D41819543BB94AC5841",12,1847,9,2.9,2.1,2.44,0.72,0.68,0.82,2,2,"tight:dirty|residential |bad done graffities(amateur, no art), no modern renovation|graffiti; lack of greenery|graffitti, busy and dark|neglected buildings; graffiti|Grafitti|busy street|grafitti; architecture; narrowness|old apartment blocks rundown (graffiti)|many cars; not much greenery","graffiti |everywhere graffitis|small road; both side parking; cannot see potential pedestrians crossing|graffiti|grafitti, neglected buildings|People around|pedestrians|narrowness; not many people; grafitti|graffiti",16,9,6,2.67,3.17,2.93,2.00,NULL,14,1,0
"POINT(969051.273 6468188.461)","0101000020110F0000F0A7C68BB6922D412506811D97AC5841",12,1842,8,2.7,2.3,2.56,0.95,0.95,0.38,3,3,"Grafitti|not so clean|just streets and parkinglots|market and buildings|Tags ; narrow street ;  impersonal buildings|Normal road|space;clean;people","Grafitti|Seems like a place where many conflicts are happening|lots of grafitti |multiple road, narrow road|Normal road|small street; people around; street art isn't a determinator for safety|space;clean;people",16,14,2,2.50,4.00,2.64,3.00,NULL,14,2,0
"POINT(969027.785 6468208.807)","0101000020110F00001F85EB9187922D4154E3A5339CAC5841",12,1841,7,3.4,2.9,3.75,0.52,0.35,0.50,1,1,NULL,NULL,8,4,3,3.00,3.67,3.33,3.00,NULL,6,1,0
"POINT(969136.196 6468119.426)","0101000020110F0000AC1C5A6460932D41819543DB85AC5841",12,1850,12,3.1,2.8,3.63,1.25,1.04,0.38,4,3,"space;clean;people|It's ok place with some store |small street; too many graffiti;|structured|cozy; lively; nice shops|cleanliness|Normal road","space;clean;people|Have a bike on the road|graffiti; narrow street; only cars;|structured|small street; shops; life|Place is full of wall writings|Normal road",8,4,3,3.00,3.33,3.00,4.00,NULL,6,1,0
"POINT(969112.916 6468139.504)","0101000020110F0000B6F3FDD431932D41378941E08AAC5841",12,1849,11,1.9,1.9,2.14,0.90,0.69,0.00,2,2,"graffitti; stall architecture|tags;dirty|grafitti; closed businesses","graffitti; not new cars|Place is full of writings and graffitti|tags;dirty|derelict ",7,5,2,2.00,1.50,1.83,2.00,NULL,6,1,0
"POINT(969089.143 6468158.622)","0101000020110F0000C74B374902932D4117D9CEA78FAC5841",12,1848,10,2.2,2.2,3.00,0.84,0.84,0.00,2,2,"Not very well looked after|Normal road|not so clean|tight;tags","Overshadowed|Normal road|The place looks like a regular conflict place|tight;tags",5,5,0,2.20,NULL,2.25,2.00,NULL,4,1,0
"POINT(969159.911 6468099.556)","0101000020110F00008D976ED28F932D41068195E380AC5841",12,1851,13,2.8,2.3,2.40,1.14,1.34,0.50,4,4,"Cleanliness|Ugly ; Tags ; traffic|broad street, clear overview, a lot of people passing|old buildings|dirty|Good place for drive pass through|ugly; run down looking","Tags ; ugly|Grafitti, lot of people, lot of light|shops around; people|No car park around|graffiti; unsafe after dark; dodgy looking",10,8,2,2.63,3.50,2.56,5.00,NULL,9,1,0
"POINT(970230.37 6467738.941)","0101000020110F0000D7A370BDEC9B2D41105839BC26AC5841",3,1541,5,3.0,2.4,2.00,1.22,0.89,0.60,3,2,"road work and work on building|buildings, tree,|construction|Construction site","road works and work on building|homes , clean neighborhood, cars|residential; trees; light|Construction; Cars; Roads",5,2,2,2.50,3.00,3.00,NULL,NULL,5,0,0
"POINT(970201.882 6467751.787)","0101000020110F0000068195C3B39B2D413F355EF229AC5841",3,1540,4,3.1,2.8,2.00,0.64,0.46,0.38,2,1,"road works|High buildings|road works|road works|tree|tree","some road work ahead, so less ""safe"" than before|cars; roads|some road work ahead, so less ""safe"" than before|some road work ahead, so less ""safe"" than before|neighborhood /cars builings  |neighborhood /cars builings  ",8,1,5,2.00,3.00,3.13,NULL,NULL,8,0,0
"POINT(970173.439 6467764.751)","0101000020110F0000A69BC4E07A9B2D414E6210302DAC5841",3,1539,3,3.9,3.3,2.00,1.07,0.95,0.57,3,2,"clean|clean","quiet|white; clean; open; residential|quiet|buildings /homes / tree",7,2,4,2.50,4.25,4.00,3.00,NULL,6,1,0
"POINT(970116.429 6467790.398)","0101000020110F000054E3A5DB089B2D41FED4789933AC5841",3,1537,1,3.6,3.6,2.40,0.81,0.92,0.08,3,4,"only street and parking lots|Greenery; open street; clean; smart buildings|Mature trees, clean streets, buildings freshly painted|lots of green (nature), spacious","kept road;signs;openness|nice houses and gardens|Wide pavements, residential area, clean no giraffe or gangs of people |residential area, open, spacious",25,7,16,3.29,3.75,3.56,3.83,NULL,18,6,0
"POINT(970144.965 6467777.597)","0101000020110F0000E17A14EE419B2D417D3F356630AC5841",3,1538,2,3.4,3.3,2.14,0.79,0.76,0.14,2,2,"High buildings|Same, a lot of appartment |nature, spacious","Cars; roads|No life, only appartment|spacious, residential area",7,2,3,3.00,3.33,3.20,4.00,NULL,5,1,0
"POINT(970345.501 6467588.314)","0101000020110F00006F128300D39C2D417593181401AC5841",3,1561,12,3.4,3.1,2.13,0.74,0.64,0.25,2,2,"greenery|Green trees|green area|large park, better than just streets|clean, park, lots of green, neat parking","quiet road; openness|Parking spaces|residential|large park|spacious, residential area, park area, good visibility, clean",8,4,3,3.00,3.67,3.60,2.50,NULL,5,2,0
"POINT(970336.82 6467618.17)","0101000020110F00003D0AD7A3C19C2D41AE47E18A08AC5841",3,1562,11,2.7,2.4,2.00,0.95,0.79,0.28,3,2,"Construction site|no buildings or houses so not so attractive|nature, clean, organised parking","Construction site|a construction site in a curve less secure than the other ones  |good visibility, densely crowed (cars parked)",7,2,4,2.00,2.75,2.71,NULL,NULL,7,0,0
"POINT(970333.865 6467649.162)","0101000020110F0000AE47E1BABB9C2D413F355E4A10AC5841",3,1563,10,1.8,1.2,1.30,1.14,0.63,0.60,3,2,"building materials; barriers|Construction site|disorganised|construction; dirty; messy|unsightly view|Untidy, building materials etc stored on the streets. |Rural scene|nothing around to see|construction|construction site; looks ugly","buidling materials everywhere; barriers|Construction site|bad visibility, messy, construction, disorganised|dangerous building site|Pavements have building materials and skips stored on them|Quiet residential area|seems like nowhere|working site|construction site; looks messy",10,3,7,2.67,1.43,1.71,1.00,4.00,7,2,1
"POINT(970345.399 6467690.178)","0101000020110F00005EBA49CCD29C2D411D5A648B1AAC5841",3,1545,9,2.2,2.0,1.93,0.86,0.76,0.20,3,3,"construction work, a lot of road|building works|big potential, construction|big potential, construction|ugly buildings; barriers; works in progress|trees|construction|trees;clean;order;open|constructions|construction site, grey, noisy|Construction site|construction;|I can see the potential but right now, with the construction, not so appealing|trees","construction work, cars and tram lines|building works|construction|construction|cosntruction:trafic|public; open|kept road; new building|tram, constructions, intersection|construction site, roads, near park|Construction: Cars: Roads|construction; main-road;|lots of construction works|cosntruction:trafic",15,3,10,2.00,2.30,2.23,2.00,NULL,13,2,0
"POINT(970315.867 6467700.396)","0101000020110F00008B6CE7BB979C2D41621058191DAC5841",3,1544,8,2.6,2.7,2.64,1.03,1.01,0.09,3,4,"the park nearby makes the setting beautiful|Construction site|busy; wide roads; trees; wide verges|construction|Greenery; open skies|the park nearby makes the setting beautiful|a bus stop nearby","Anyone can suddenly walk onto the road from the right while bad visibility|Construction; Cars; Roads|sightlines; clean; streetlamps; fencing|construction|Lighting; openness;transport links|Anyone can suddenly walk onto the road from the right while bad visibility|nice neighborhood",11,3,6,2.33,2.83,2.33,4.00,NULL,9,2,0
"POINT(970258.775 6467725.84)","0101000020110F0000CDCCCC8C259C2D415C8FC27523AC5841",3,1542,6,2.5,2.3,2.00,1.09,0.78,0.17,3,2,"ongoing constrcution|working|scaffolding decreases the appeal of the street|scaffolding decreases the appeal of the street|traffic road, no nice place to sit down and chat|scaffolding decreases the appeal of the street|hoarding over building; roads|Construction site","ongoing constrcution|lonely|would not like to walk on the right side, right side of the road seems unsafe(r) because of scaffold|would not like to walk on the right side, right side of the road seems unsafe(r) because of scaffold|Lot of traffic and even a train|would not like to walk on the right side, right side of the road seems unsafe(r) because of scaffold|lots of barriers; roads|Construction; Cars; Roads",12,3,6,2.00,2.00,2.25,2.50,3.00,8,2,1
"POINT(970287.11 6467712.65)","0101000020110F000085EB51385E9C2D419A99992920AC5841",3,1543,7,2.6,2.4,1.80,1.14,0.89,0.20,3,2,"clear signalisation|Tree :good road|Construction site","despite the road works, there is a clear temporary pedestrial/bike lane|wellorginised : tree:|Construction; Cars; Roads",5,2,2,1.50,3.00,2.60,NULL,NULL,5,0,0
"POINT(974330.837 6473110.899)","0101000020110F000096438BACF5BB2D414C3789B965B15841",13,1884,32,3.3,2.5,2.25,1.26,1.00,0.75,3,2,"Ordinary |a residential area, no place for shops|area is too rural, road is too narrow","Narrow|slow traffic, narrow street|area is too rural, road is too narrow",4,3,0,3.33,NULL,3.25,NULL,NULL,4,0,0
"POINT(974328.792 6473142.122)","0101000020110F000025068195F1BB2D4117D9CE876DB15841",13,1885,33,3.4,2.8,1.91,1.36,1.25,0.54,4,4,"Cramped; clean; attractive buildings; no greenery|small alley and nothing is interesting|House|no where to park|distinct house building colours|a residential area, no place for shops|narrow street; houses","Cramped alleyway; traffic; clean|narrow|nothing suspecious|House; people|narrow road, possible car accident|houses close by|slow traffic, narrow street|small city",11,8,3,3.25,3.67,3.40,3.00,NULL,10,1,0
"POINT(974303.612 6473191.486)","0101000020110F000062105839BFBB2D41BE9F1ADF79B15841",13,1891,36,3.8,2.8,3.25,0.96,0.96,1.00,2,2,"good for some kind of shops|Construction; garbage|Regular Street|bigger street","slow traffic, narrow street|People|Wide Road|bigger street",4,3,1,4.00,3.00,3.75,NULL,NULL,4,0,0
"POINT(974272.54 6473194.168)","0101000020110F000048E17A1481BB2D411283C08A7AB15841",13,1892,37,4.0,3.4,3.60,0.67,1.07,0.60,2,4,"coffee shop|a residential area, no place for shops|cute houses|Trees. Nice architecture.|other business in the same place makes it look attractive (variation of the vue)|not very pretty buildings|shops; people; public buildings","traffic wokers|a lot of habitation and road signs|Not too much traffic. No dark corners.|alot of people seems to pass by this place |looks safe enough|little village character",10,5,3,3.80,4.33,4.00,4.00,NULL,8,1,0
"POINT(974246.903 6473195.117)","0101000020110F0000190456CE4DBB2D4191ED7CC77AB15841",13,1893,38,3.8,3.3,3.60,1.23,0.82,0.50,4,2,"I like the buldings |Residential|a residential area, no place for shops|wider street, more people|its beautiful walls|historical buildings|nothing interesting to see","looks like a resiendial place |Wide Street|the city seems quiet|slow traffic, narrow street|wider street, more people|well planned residential area|small city|It's not very safe",10,6,4,3.83,3.75,3.67,5.00,NULL,9,1,0
"POINT(974216.742 6473193.004)","0101000020110F00008B6CE77B11BB2D41378941407AB15841",13,1894,39,3.5,3.2,4.09,1.13,0.87,0.27,4,2,"bakery;store;openess","taffic signs;low traffic|it is not safe especially for children|residential place",11,6,5,3.17,3.80,3.40,4.00,NULL,10,1,0
"POINT(974190.37 6473187.846)","0101000020110F0000D7A370BDDCBA2D412FDD24F678B15841",13,1895,40,3.3,3.3,3.70,0.95,0.48,0.00,3,1,"Average attractive buildings; not interesting|can be good for shops|there things around|cool old buildings and some modern ones, some trees|Market and Residential Mix|wider street; more people|nothing very impressive to see and delight","Tidy; clean; main road|kind of fast traffic |buildings look decently developed|busy street, near intersection|Wide Road|wider street; more people|it is not safe especially for children",10,8,2,3.38,3.00,3.22,NULL,4.00,9,0,1
"POINT(974160.296 6473181.312)","0101000020110F0000DF4F8D97A0BA2D41D9CEF75377B15841",13,1896,41,3.4,3.2,3.41,1.14,0.97,0.13,4,4,"I didn't see anything interesting except the street and the car|nothing interesting to see|clean but nothing else, just looks alright|there are things to do around so is attractive|Appealing buildings.|well structured|old fashioned looking buildings/houses|parking spot, nice houses|nothing interesting to see|houses; small village; calm","only narrow streets, on the side of the house, nothing interesting to see and security 1 because you|it's not safe in my opinion because it's just one street|nothing suspecious|Starting to look less country so could be more unsafe but still safe|Road not too busy. No dark corners.|not so busy|houses close together|wide road|one highway safety is not exactly the best|small village; calm",22,13,7,3.00,3.86,3.30,4.00,NULL,20,2,0
"POINT(974741.15 6473090.351)","0101000020110F0000CDCCCC4C2ABF2D41B4C8769660B15841",13,1871,17,4.0,3.3,1.86,0.82,1.11,0.71,2,3,"church and gaden|a residential area, no place for shops","less poeple|Country side;residential|children playing",7,5,2,3.60,5.00,4.00,NULL,4.00,6,0,1
"POINT(974772.194 6473092.373)","0101000020110F0000CFF7536368BF2D41643BDF1761B15841",13,1872,16,3.6,3.2,2.00,0.89,1.30,0.40,2,3,"area is too rural, road is too narrow|Architecture;nature|Beautiful View, Artchitecture|nice houses; church|a residential area, no place for shops","area is too rural, road is too narrow|Country side;residential|On the Hill, Slope|pedestrians; clean looking; little traffic|kind of fast traffic ",5,3,2,3.00,4.50,3.60,NULL,NULL,5,0,0
"POINT(974803.128 6473095.892)","0101000020110F00004C378941A6BF2D412B8716F961B15841",13,1873,15,3.5,3.4,1.75,0.93,1.19,0.12,2,4,"a residential area, no place for shops|middle of nowhere|nice scenery|scenery nd the colours","Country side;residential|calm; peaceful|middle of nowhere, not enough street lamps|road too tight|desolate",8,5,2,3.40,4.00,3.50,NULL,NULL,8,0,0
"POINT(974833.917 6473100.629)","0101000020110F0000250681D5E3BF2D413789412863B15841",13,1874,14,3.7,3.1,2.00,0.76,1.07,0.57,2,3,"Greenary|area is too rural, road is too narrow|it has forests|i like the trees and houses|Greener; more nature|Attractive houses; plenty of nature|a residential area, no place for shops","Narrow Road|area is too rural, road is too narrow|its a motor way with walking paths|clean and quiet road |Country side;residential|Big houses; expensive area|kind of fast traffic ",7,4,3,3.25,4.33,3.71,NULL,NULL,7,0,0
"POINT(974617.776 6473085.829)","0101000020110F00003BDF4F8D33BE2D4104560E755FB15841",13,1867,21,4.0,2.5,2.25,1.15,1.00,1.50,2,2,"a residential area, no place for shops","slow traffic, narrow street|Country side;residential",4,3,1,3.67,5.00,4.00,NULL,NULL,4,0,0
"POINT(974648.953 6473086.758)","0101000020110F0000B29DEFE771BE2D416F1283B05FB15841",13,1868,20,4.2,3.8,3.27,0.98,0.98,0.36,3,3,"restaurant;church|area is too rural, road is too narrow|Nice buildings |old houses style; small village; calm; clean; nature|a residential area, no place for shops|Residential Area|open era |Nice house|hotel; shops; ","traffic signs|area is too rural, road is too narrow|Road|small village; calm; peaceful|slow traffic, narrow street|Narrow Road|Country side;residential|open; green",11,6,4,4.00,4.25,4.10,NULL,NULL,10,0,0
"POINT(974679.97 6473088.777)","0101000020110F00000AD7A3F0AFBE2D41355EBA3160B15841",13,1869,19,4.4,4.0,3.09,0.67,0.89,0.36,2,3,"residential|so peacefull|beatiful church and nicely designed buildings|close to a hosel|diverse;architecture","a lot of habitation and road signs|residential|smart city center|the place have some activity which means it's not isolated|Country side;residential|Closes to school",11,7,3,4.29,4.33,4.30,5.00,NULL,10,1,0
